Year,Primary Type,Description,Location Description,Latitude,Longitude
2001,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,STREET,41.780138095,-87.615140844
2001,THEFT,$500 AND UNDER,GAS STATION,41.794026053,-87.67404194
2001,CRIMINAL DAMAGE,TO PROPERTY,OTHER,41.779370497,-87.664366292
2001,BATTERY,SIMPLE,STREET,41.774652461,-87.665207193
2001,ROBBERY,STRONGARM - NO WEAPON,STREET,41.736162409,-87.625589406
2001,DECEPTIVE PRACTICE,FORGERY,BANK,41.697065724,-87.531807619
2001,BATTERY,SIMPLE,RESIDENCE,41.951644932,-87.647374239
2001,THEFT,ATTEMPT THEFT,WAREHOUSE,41.797442258,-87.726241281
2001,CRIMINAL DAMAGE,TO PROPERTY,TAVERN/LIQUOR STORE,41.751616296,-87.583725788
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.904375033,-87.690904279
2001,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.678777433,-87.624066075
2001,NARCOTICS,ALTER/FORGE PRESCRIPTION,STREET,41.676859948,-87.638121523
2001,CRIMINAL DAMAGE,TO PROPERTY,ABANDONED BUILDING,41.898036464,-87.665046613
2001,ASSAULT,SIMPLE,STREET,41.699663094,-87.631427537
2001,ASSAULT,SIMPLE,STREET,41.766487424,-87.605458309
2001,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.689799037,-87.644883672
2001,OTHER OFFENSE,TELEPHONE THREAT,"SCHOOL, PRIVATE, BUILDING",41.834606158,-87.623474761
2001,THEFT,$500 AND UNDER,GROCERY FOOD STORE,41.852100446,-87.689049156
2001,LIQUOR LAW VIOLATION,ILLEGAL CONSUMPTION BY MINOR,SIDEWALK,41.976240732,-87.668274989
2001,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,41.744515789,-87.604904033
2001,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,41.900600636,-87.632989019
2001,BATTERY,SIMPLE,RESIDENCE,41.902748066,-87.728359794
2001,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.69892203,-87.642735791
2001,THEFT,$500 AND UNDER,GROCERY FOOD STORE,42.019286795,-87.675061685
2001,CRIMINAL TRESPASS,TO LAND,APARTMENT,41.78134634,-87.606100574
2001,BATTERY,SIMPLE,CHA APARTMENT,41.813770553,-87.628194868
2001,BATTERY,SIMPLE,STREET,41.76654415,-87.672512573
2001,ROBBERY,ATTEMPT: ARMED-OTHER FIREARM,SIDEWALK,41.936454379,-87.64120815
2001,BATTERY,SIMPLE,RESIDENCE,41.774053447,-87.646923567
2001,THEFT,$500 AND UNDER,CTA PLATFORM,41.896567058,-87.628129595
2001,BURGLARY,FORCIBLE ENTRY,APARTMENT,41.756075612,-87.561321048
2001,ROBBERY,ARMED: HANDGUN,STREET,41.778537949,-87.614227462
2001,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,41.765133631,-87.641747626
2001,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,41.810636634,-87.601870161
2001,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.893467339,-87.622992318
2001,ROBBERY,STRONGARM - NO WEAPON,STREET,41.744557601,-87.567032516
2001,WEAPONS VIOLATION,DEFACE IDENT MARKS OF FIREARM,RESIDENCE,41.737139633,-87.670256671
2001,THEFT,OVER $500,DEPARTMENT STORE,41.899213472,-87.624276696
2001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,CHA APARTMENT,41.82540648,-87.610133329
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.802365134,-87.723579778
2001,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",41.865392177,-87.653568938
2001,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,41.902841404,-87.719061543
2001,THEFT,OVER $500,STREET,41.892523551,-87.6181657
2001,BATTERY,SIMPLE,RESIDENCE,41.919171799,-87.783944379
2001,BATTERY,SIMPLE,RESIDENCE,41.779740816,-87.613051789
2001,BATTERY,SIMPLE,RESIDENCE,41.801134587,-87.673231894
2001,DECEPTIVE PRACTICE,FORGERY,OTHER,41.801356145,-87.655203413
2001,THEFT,$500 AND UNDER,"SCHOOL, PRIVATE, BUILDING",41.838330932,-87.616974931
2001,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,41.923838525,-87.720789344
2001,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,41.79361155,-87.689994625
2001,CRIMINAL DAMAGE,TO STATE SUP PROP,CHA APARTMENT,41.850405727,-87.627176034
2001,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,41.794477786,-87.64531215
2001,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,41.952434785,-87.816498764
2001,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,41.810636634,-87.601870161
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.89551255,-87.753022352
2001,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,41.722814594,-87.672689758
2001,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,41.696452488,-87.699967766
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.760588465,-87.578438697
2001,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,41.899067628,-87.728802257
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.856260717,-87.720124174
2001,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,41.951798237,-87.715452226
2001,THEFT,OVER $500,DEPARTMENT STORE,41.754658085,-87.741385006
2001,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,42.01016303,-87.665669851
2001,BATTERY,SIMPLE,STREET,41.90940548,-87.770431476
2001,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.775555496,-87.69466977
2001,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,41.910575459,-87.775120045
2001,THEFT,OVER $500,STREET,41.857850627,-87.620912485
2001,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,41.896617388,-87.683158462
2001,ASSAULT,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),41.754658085,-87.741385006
2001,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,41.744944999,-87.653444818
2001,PROSTITUTION,PATRONIZING A PROSTITUTE,PARKING LOT/GARAGE(NON.RESID.),41.850510502,-87.685453438
2001,THEFT,OVER $500,STREET,41.983391662,-87.676777719
2001,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,41.833222958,-87.646020202
2001,BURGLARY,FORCIBLE ENTRY,RESIDENCE,41.767140101,-87.621590728
2001,BATTERY,SIMPLE,STREET,41.981247964,-87.716267281
2001,BATTERY,SIMPLE,STREET,41.861032076,-87.62415537
2001,NARCOTICS,POSS: HEROIN(WHITE),STREET,41.879722718,-87.732847645
2001,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",OTHER,41.917946644,-87.656744528
2001,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,41.692941107,-87.662014921
2001,ASSAULT,SIMPLE,PARK PROPERTY,41.906939735,-87.663330021
2001,NARCOTICS,POSS: HEROIN(WHITE),PARK PROPERTY,41.884567915,-87.725846845
2001,BATTERY,SIMPLE,RESIDENCE,41.965824892,-87.662342005
2001,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,41.784259739,-87.700999978
2001,ASSAULT,SIMPLE,STREET,41.912749895,-87.636236262
2001,ROBBERY,ARMED: HANDGUN,DRIVEWAY - RESIDENTIAL,41.83663829,-87.716873105
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.789410126,-87.647320804
2001,THEFT,OVER $500,"SCHOOL, PUBLIC, BUILDING",41.861032076,-87.62415537
2001,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),41.888844988,-87.774798777
2001,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.958959968,-87.702213399
2001,THEFT,$500 AND UNDER,CURRENCY EXCHANGE,41.932215603,-87.68803405
2001,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,41.891715194,-87.713247669
2001,BURGLARY,FORCIBLE ENTRY,PARKING LOT/GARAGE(NON.RESID.),41.926398458,-87.762234414
2001,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,41.985061226,-87.693003135
2001,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,ALLEY,41.918423665,-87.697972348
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),41.765661301,-87.622981655
2001,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,41.909880281,-87.735158791
2001,THEFT,$500 AND UNDER,STREET,41.79502,-87.648793885
2001,THEFT,ATTEMPT THEFT,SMALL RETAIL STORE,41.971398704,-87.659588025
2001,ASSAULT,SIMPLE,SIDEWALK,41.773115289,-87.613360543
2001,CRIMINAL TRESPASS,TO LAND,RESIDENCE,41.791771332,-87.616052437
2001,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),41.834559167,-87.665516558
2001,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET,41.929693706,-87.756630137
2001,BATTERY,SIMPLE,CTA PLATFORM,41.854514459,-87.678211259
2001,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,41.983368182,-87.668881253
2001,BURGLARY,FORCIBLE ENTRY,RESIDENCE,41.765921815,-87.629639119
2001,THEFT,$500 AND UNDER,SMALL RETAIL STORE,41.766369937,-87.574159163
2001,ROBBERY,STRONGARM - NO WEAPON,CLEANING STORE,41.906831243,-87.638607688
2001,BURGLARY,UNLAWFUL ENTRY,APARTMENT,41.76043094,-87.56625725
2001,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,41.784538391,-87.606170835
2001,ASSAULT,SIMPLE,APARTMENT,41.899537565,-87.671205618
2001,THEFT,OVER $500,ALLEY,41.928322717,-87.643398073
2001,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,41.953811779,-87.707719854
2001,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.900885474,-87.673674831
2001,THEFT,$500 AND UNDER,RESIDENCE-GARAGE,41.885794259,-87.62964727
2001,ASSAULT,SIMPLE,SIDEWALK,41.971279895,-87.667918415
2001,NARCOTICS,POSS: CRACK,SIDEWALK,41.879751035,-87.735645502
2001,THEFT,OVER $500,OTHER,41.811606529,-87.708518632
2001,SEX OFFENSE,PUBLIC INDECENCY,VACANT LOT/LAND,41.817454948,-87.606869786
2001,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.74245859,-87.546783309
2001,BATTERY,SIMPLE,APARTMENT,41.87505084,-87.717598308
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.90139648,-87.637505838
2001,BATTERY,SIMPLE,APARTMENT,41.788767284,-87.66066407
2001,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,41.906346039,-87.770509783
2001,ROBBERY,ARMED: HANDGUN,TAVERN/LIQUOR STORE,41.853354208,-87.646369983
2001,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.81726292,-87.694626068
2001,THEFT,OVER $500,STREET,41.806254057,-87.731960676
2001,THEFT,OVER $500,RESIDENCE,41.746052067,-87.612215539
2001,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,41.741046397,-87.721496384
2001,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.894766555,-87.62808329
2001,ASSAULT,SIMPLE,RESIDENCE,41.903205613,-87.765842731
2001,SEX OFFENSE,PUBLIC INDECENCY,PARK PROPERTY,41.871816171,-87.624025161
2001,DECEPTIVE PRACTICE,BOGUS CHECK,SMALL RETAIL STORE,41.808813388,-87.645683302
2001,OTHER OFFENSE,TELEPHONE THREAT,HOSPITAL BUILDING/GROUNDS,41.78831115,-87.604771469
2001,THEFT,OVER $500,STREET,41.816348261,-87.633716946
2001,BATTERY,SIMPLE,CHA APARTMENT,41.65196532,-87.604780448
2001,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,41.810546628,-87.752865499
2001,NARCOTICS,ALTER/FORGE PRESCRIPTION,STREET,41.89787631,-87.754301235
2001,BATTERY,AGGRAVATED: HANDGUN,STREET,41.801890386,-87.674383106
2001,THEFT,$500 AND UNDER,PARK PROPERTY,41.883352802,-87.715667775
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,41.973090954,-87.65106798
2001,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,41.894789299,-87.759272895
2001,BATTERY,SIMPLE,STREET,41.765616975,-87.615409118
2001,ROBBERY,ARMED: HANDGUN,STREET,41.731848123,-87.57938713
2001,BATTERY,SIMPLE,STREET,41.72838706,-87.662997829
2001,THEFT,$500 AND UNDER,DEPARTMENT STORE,41.89497714,-87.624400688
2001,BATTERY,SIMPLE,RESIDENCE,41.692560548,-87.634543721
2001,CRIMINAL TRESPASS,TO LAND,RESIDENCE,41.756258928,-87.626475489
2001,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",41.696286428,-87.627209461
2001,NARCOTICS,POSS: CRACK,STREET,41.889447558,-87.723328934
2001,NARCOTICS,POSS: BARBITUATES,STREET,41.922913421,-87.736363584
2001,THEFT,$500 AND UNDER,STREET,41.961156996,-87.718192912
2001,THEFT,$500 AND UNDER,STREET,42.007804479,-87.702308501
2001,LIQUOR LAW VIOLATION,SELL/GIVE/DEL LIQUOR TO MINOR,GROCERY FOOD STORE,41.685174376,-87.625829974
2001,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.939848797,-87.650804969
2001,DECEPTIVE PRACTICE,BOGUS CHECK,COMMERCIAL / BUSINESS OFFICE,41.859558719,-87.66634677
2001,BATTERY,SIMPLE,RESIDENCE,41.971568998,-87.768479733
2001,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,RESIDENCE PORCH/HALLWAY,41.785237079,-87.623990276
2001,BATTERY,SIMPLE,CHA HALLWAY/STAIRWELL/ELEVATOR,41.804149939,-87.62609605
2001,BATTERY,SIMPLE,APARTMENT,41.757267276,-87.591833141
2001,BURGLARY,FORCIBLE ENTRY,RESIDENCE,41.919050219,-87.712174751
2001,BATTERY,SIMPLE,RESIDENCE,41.83164672,-87.647684589
2001,NARCOTICS,POSS: HEROIN(WHITE),AIRPORT/AIRCRAFT,41.976200173,-87.905312411
2001,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,41.817103668,-87.69956544
2001,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,41.8956579,-87.685276487
2001,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,41.810464725,-87.701461274
2001,BATTERY,SIMPLE,APARTMENT,41.789446645,-87.622187421
2001,BURGLARY,FORCIBLE ENTRY,RESIDENCE,41.918948012,-87.72279453
2001,BATTERY,SIMPLE,APARTMENT,41.810439436,-87.608860142
2001,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,41.987523901,-87.8450821
2001,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.793853853,-87.642861825
2001,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),41.923913322,-87.775867331
2001,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,41.910691128,-87.708603996
2001,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,41.841202246,-87.625071648
2001,THEFT,$500 AND UNDER,STREET,41.827199708,-87.63156615
2001,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,41.76743517,-87.684394826
2001,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,41.669435941,-87.635763786
2001,HOMICIDE,FIRST DEGREE MURDER,STREET,41.699035036,-87.625674408
2001,THEFT,$500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,41.846806108,-87.661161151
2001,THEFT,$500 AND UNDER,STREET,41.767016133,-87.638549306
2001,THEFT,OVER $500,SMALL RETAIL STORE,41.951509254,-87.649471119
2001,BATTERY,SIMPLE,STREET,41.780730298,-87.615489878
2001,THEFT,$500 AND UNDER,SIDEWALK,41.923241143,-87.697226387
2001,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,41.745073116,-87.573581956
2001,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,41.694948466,-87.642316946
2001,CRIMINAL DAMAGE,TO PROPERTY,STREET,41.851066286,-87.700478246
2001,THEFT,$500 AND UNDER,DRUG STORE,41.750729763,-87.644192698
2001,ASSAULT,SIMPLE,APARTMENT,41.954379077,-87.702067425
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.939563815,-87.716342205
2001,THEFT,$500 AND UNDER,DEPARTMENT STORE,41.892738404,-87.624047146
2001,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.764808263,-87.569991573
2001,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,41.779775986,-87.700578401
2001,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,41.87244547,-87.717909703
2001,NARCOTICS,POSS: HALLUCINOGENS,STREET,41.774901781,-87.615107613
2001,BURGLARY,FORCIBLE ENTRY,RESIDENCE,41.812629181,-87.596748655
2001,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),41.782902439,-87.723027235
2001,NARCOTICS,FORFEIT PROPERTY,RESIDENCE,41.795877255,-87.691273851
2001,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,CHA PARKING LOT/GROUNDS,41.814308166,-87.626365813
2001,LIQUOR LAW VIOLATION,ILLEGAL CONSUMPTION BY MINOR,STREET,41.839000953,-87.7132761
2001,BATTERY,AGGRAVATED: HANDGUN,STREET,41.808395167,-87.671187651
2001,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.988466657,-87.698913164
2001,BURGLARY,FORCIBLE ENTRY,APARTMENT,41.886450136,-87.773288221
2001,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,41.744341977,-87.605191816
2001,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.92728574,-87.801859263
2001,BURGLARY,FORCIBLE ENTRY,OTHER,41.923779428,-87.786256599
2001,CRIMINAL TRESPASS,TO LAND,OTHER,41.977419149,-87.654872309
2001,NARCOTICS,POSS: CRACK,STREET,41.798080703,-87.674275439
2001,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.750090203,-87.718141623
2001,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,41.814682517,-87.619890731
2001,NARCOTICS,POSS: CRACK,SIDEWALK,41.876038112,-87.74468718
2001,CRIMINAL TRESPASS,TO LAND,OTHER,41.965917251,-87.657969065
2001,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,41.725786105,-87.662640221
2001,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.913240028,-87.757869455
2001,ROBBERY,ARMED: HANDGUN,RESIDENCE,41.72892163,-87.56349996
2001,BATTERY,SIMPLE,RESIDENCE,41.881450454,-87.768315689
2001,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,41.96474224,-87.661158357
2001,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,41.803859315,-87.655268712
2001,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,41.897245652,-87.684584589
2001,BATTERY,SIMPLE,STREET,41.893139871,-87.75323849
2001,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.699451794,-87.541489034
2001,CRIMINAL DAMAGE,TO PROPERTY,STREET,41.786868384,-87.663507329
2001,BATTERY,SIMPLE,RESIDENCE,41.775385572,-87.689791859
2001,THEFT,OVER $500,OTHER,41.906386292,-87.649515741
2001,CRIMINAL DAMAGE,TO PROPERTY,CLEANING STORE,41.7854424,-87.70347437
2001,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,41.905429769,-87.73003533
2001,THEFT,$500 AND UNDER,STREET,41.924575829,-87.728385131
2001,BATTERY,SIMPLE,RESTAURANT,41.802340019,-87.589373521
2001,BATTERY,SIMPLE,SIDEWALK,41.781426098,-87.665331203
2001,BATTERY,SIMPLE,RESIDENCE,41.789595506,-87.663387267
2001,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,41.947569097,-87.76868062
2001,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.844305233,-87.713713004
2001,ASSAULT,SIMPLE,STREET,42.015026056,-87.682450593
2001,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.786929813,-87.645114186
2001,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,41.94266325,-87.700929596
2001,NARCOTICS,POSS: CRACK,RESIDENCE,41.788924885,-87.691079214
2001,ASSAULT,AGGRAVATED: OTHER FIREARM,ALLEY,41.786218686,-87.667877498
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),41.792264211,-87.791641168
2001,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,41.913485735,-87.672501683
2001,BATTERY,SIMPLE,STREET,41.88531599,-87.720988526
2001,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,41.864489997,-87.705760904
2001,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),41.704459916,-87.68171062
2001,THEFT,OVER $500,CHA APARTMENT,41.859409509,-87.656323077
2001,BATTERY,SIMPLE,STREET,41.848203861,-87.691547335
2001,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.888954153,-87.66902322
2001,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,41.981143037,-87.841088835
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.932764814,-87.7039197
2001,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,41.793577449,-87.620964607
2001,ROBBERY,ARMED: HANDGUN,RESIDENCE,41.71161396,-87.635824366
2001,THEFT,$500 AND UNDER,APARTMENT,41.896767254,-87.629449688
2001,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,41.777823945,-87.709961199
2001,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,41.95965674,-87.654546032
2001,BATTERY,SIMPLE,STREET,41.774436304,-87.598351621
2001,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,DEPARTMENT STORE,41.881994955,-87.62765089
2001,THEFT,$500 AND UNDER,SMALL RETAIL STORE,41.884519427,-87.628060119
2001,CRIMINAL TRESPASS,TO LAND,RESIDENCE,41.791998919,-87.590120179
2001,NARCOTICS,POSS: CRACK,SIDEWALK,41.788758609,-87.657316307
2001,BATTERY,SIMPLE,OTHER,41.958386294,-87.681560334
2001,BATTERY,SIMPLE,RESIDENCE,41.863657153,-87.704513514
2001,BATTERY,SIMPLE,APARTMENT,41.918404441,-87.699956654
2001,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,41.952641123,-87.795696807
2001,ROBBERY,AGGRAVATED,PARK PROPERTY,41.790394926,-87.607509095
2001,BATTERY,SIMPLE,STREET,41.930462734,-87.680389385
2001,CRIMINAL DAMAGE,TO PROPERTY,HOTEL/MOTEL,41.803752074,-87.621218686
2001,BURGLARY,FORCIBLE ENTRY,APARTMENT,41.885473672,-87.708486164
2001,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,41.886105704,-87.706125973
2001,HOMICIDE,FIRST DEGREE MURDER,STREET,41.738055264,-87.564816173
2001,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,41.801370947,-87.653992953
2001,BATTERY,SIMPLE,SIDEWALK,41.879476416,-87.711320669
2001,BURGLARY,FORCIBLE ENTRY,RESIDENCE,41.833235383,-87.682545377
2001,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESTAURANT,41.937664985,-87.644469831
2001,LIQUOR LAW VIOLATION,ILLEGAL CONSUMPTION BY MINOR,SIDEWALK,41.932151564,-87.70468647
2001,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,41.771139273,-87.648347666
2001,NARCOTICS,POSS: CRACK,SIDEWALK,41.892205745,-87.71363224
2001,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),41.758713237,-87.586282112
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.922797096,-87.693861244
2001,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",OTHER,41.88926304,-87.627868383
2001,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,41.978676377,-87.697609127
2001,THEFT,$500 AND UNDER,DEPARTMENT STORE,41.929847446,-87.684643895
2001,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",41.885204076,-87.763214719
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.951923396,-87.815675745
2001,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,41.889775277,-87.723546175
2001,THEFT,$500 AND UNDER,STREET,41.915129101,-87.796030123
2001,THEFT,$500 AND UNDER,DRUG STORE,41.894968505,-87.7644024
2001,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.81501186,-87.621222361
2001,THEFT,OVER $500,RESIDENCE,41.978355271,-87.846317988
2001,CRIMINAL DAMAGE,TO STATE SUP PROP,RESIDENCE PORCH/HALLWAY,41.810636634,-87.601870161
2001,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,41.791025763,-87.619276706
2001,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,41.786035614,-87.664234674
2001,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",41.768331604,-87.572838377
2001,BATTERY,SIMPLE,CHA PARKING LOT/GROUNDS,41.829995983,-87.611615407
2001,BATTERY,SIMPLE,RESIDENCE,41.882111778,-87.76608083
2001,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,VEHICLE NON-COMMERCIAL,41.671490071,-87.634632567
2001,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,41.942793601,-87.688350103
2001,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,41.751422738,-87.581822376
2001,THEFT,OVER $500,STREET,41.797557037,-87.585614781
2001,THEFT,$500 AND UNDER,APARTMENT,42.006496343,-87.6613592
2001,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.706813746,-87.563137527
2001,THEFT,$500 AND UNDER,RESIDENCE,41.861032417,-87.707806423
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.905051769,-87.726523325
2001,ASSAULT,SIMPLE,CHA APARTMENT,41.839938609,-87.628880146
2001,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,41.810060951,-87.750709377
2001,ROBBERY,ARMED: HANDGUN,STREET,41.766773627,-87.636117953
2001,BATTERY,SIMPLE,STREET,41.769834171,-87.686914711
2001,ASSAULT,SIMPLE,OTHER COMMERCIAL TRANSPORTATION,41.714578532,-87.614124084
2001,THEFT,OVER $500,OTHER,41.889381633,-87.765039598
2001,THEFT,$500 AND UNDER,STREET,41.77072554,-87.612569785
2001,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,41.946341114,-87.644747701
2001,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.946163845,-87.642191198
2001,BURGLARY,FORCIBLE ENTRY,RESTAURANT,41.979621707,-87.806838031
